title,publication_year,authors_list,doi,crossref_type,key
Evaluation of The Everyday Memory Questionnaire-Revised in Menopausal Population: Understanding the Brain Fog During Menopause,2023,"Chen Zhu, Elizabeth HX Thomas, Qi Li, Shalini Arunogiri, Natalie Thomas, Caroline Gurvich",10.1101/2023.03.14.23287272,posted-content,researchgraph.com/doi/10.1101/2023.03.14.23287272
The relationship between cognitive clusters and telomere length in bipolar-schizophrenia spectrum disorders,2022,"Caroline Gurvich, Natalie Thomas, Abdul-Rahman Hudaib, Tamsyn E. Van Rheenen, Elizabeth H. X. Thomas, Eric J. Tan, Erica Neill, Sean P. Carruthers, Philip J. Sumner, Marco Romano-Silva, Kiymet Bozaoglu, Jayashri Kulkarni, Susan L. Rossell",10.1017/s0033291722002148,journal-article,researchgraph.com/doi/10.1017/s0033291722002148
"Cognition, The Menstrual Cycle, and Premenstrual Disorders: A Review",2020,"Jessica Le, Natalie Thomas, Caroline Gurvich",10.3390/brainsci10040198,journal-article,researchgraph.com/doi/10.3390/brainsci10040198
"Gender Differences in the Correlations between Childhood Trauma, Schizotypy and Negative Emotions in Non-Clinical Individuals",2022,"Elizabeth H. X. Thomas, Susan L. Rossell, Caroline Gurvich",10.3390/brainsci12020186,journal-article,researchgraph.com/doi/10.3390/brainsci12020186
Hormones and Cognition,2021,"Caroline Gurvich, Natalie Thomas",10.3390/brainsci11030318,journal-article,researchgraph.com/doi/10.3390/brainsci11030318
Gaze and social functioning associations in autism spectrum disorder: A systematic review and <scp>meta‐analysis</scp>,2022,"Jacqueline A. Riddiford, Peter G. Enticott, Alex Lavale, Caroline Gurvich",10.1002/aur.2729,journal-article,researchgraph.com/doi/10.1002/aur.2729
Menopause depression: Under recognised and poorly treated,2024,"Jayashri Kulkarni, Caroline Gurvich, Eveline Mu, Grace Molloy, Sonya Lovell, Ginni Mansberg, Shelly Horton, Erin Morton, Talat Uppal, Ceri Cashell, Anthony de Castella, Dan Reisel, Linda Dear, Naomi Weatherburn-Reeves, Katie Harris, Kerry Pietrobon, Kelly Teagle, Bo Youn Kim, Louise Newson, Cassandra Szoeke",10.1177/00048674241253944,journal-article,researchgraph.com/doi/10.1177/00048674241253944
Coping styles and mental health in response to societal changes during the COVID-19 pandemic,2020,"Caroline Gurvich, Natalie Thomas, Elizabeth HX Thomas, Abdul-Rahman Hudaib, Lomash Sood, Kali Fabiatos, Keith Sutton, Anton Isaacs, Shalini Arunogiri, Gemma Sharp, Jayashri Kulkarni",10.1177/0020764020961790,journal-article,researchgraph.com/doi/10.1177/0020764020961790
A network meta-analysis of stress mediators in suicide behaviour,2021,"Natalie Thomas, Christopher W. Armstrong, Abdul-Rahman Hudaib, Jayashri Kulkarni, Caroline Gurvich",10.1016/j.yfrne.2021.100946,journal-article,researchgraph.com/doi/10.1016/j.yfrne.2021.100946
Australian women’s experiences of a rural medical termination of pregnancy service: A qualitative study,2018,"Alana Hulme-Chambers, Meredith Temple-Smith, Ange Davidson, Lauren Coelli, Catherine Orr, Jane E. Tomnay",10.1016/j.srhc.2017.11.008,journal-article,researchgraph.com/doi/10.1016/j.srhc.2017.11.008
Providing accessible medical abortion services in a Victorian rural community: A description and audit of service delivery and contraception follow up,2018,"Jane E. Tomnay, Lauren Coelli, Ange Davidson, Alana Hulme-Chambers, Catherine Orr, Jane S. Hocking",10.1016/j.srhc.2018.04.006,journal-article,researchgraph.com/doi/10.1016/j.srhc.2018.04.006
Adding saliva testing to oropharyngeal and deep nasal swab testing increases PCR detection of SARS‐CoV‐2 in primary care and children,2021,"Jane Oliver, Shidan Tosif, Lai‐yang Lee, Anna‐Maria Costa, Chelsea Bartel, Katherine Last, Vanessa Clifford, Andrew Daley, Nicole Allard, Catherine Orr, Ashley Nind, Karyn Alexander, Niamh Meagher, Michelle Sait, Susan A Ballard, Eloise Williams, Katherine Bond, Deborah A Williamson, Nigel W Crawford, Katherine B Gibney",10.5694/mja2.51188,journal-article,researchgraph.com/doi/10.5694/mja2.51188
Central stress pathways in the development of cardiovascular disease,2023,"Joe Braun, Mariya Patel, Tatiana Kameneva, Charlotte Keatch, Gavin Lambert, Elisabeth Lambert",10.1007/s10286-023-01008-x,journal-article,researchgraph.com/doi/10.1007/s10286-023-01008-x
Functional Connectivity Analysis of Transcutaneous Vagus Nerve Stimulation (tVNS) Using Magnetoencephalography (MEG),2023,"Charlotte Keatch, Elisabeth Lambert, Tatiana Kameneva, Will Woods",10.1109/tnsre.2023.3297736,journal-article,researchgraph.com/doi/10.1109/tnsre.2023.3297736
Crowdsourcing Operational and Design Flaws of Diabetes Mobile Apps,2022,"Chinedu I. Ossai, Nilmini Wickramasinghe",10.1007/s10916-022-01879-z,journal-article,researchgraph.com/doi/10.1007/s10916-022-01879-z
Automatic user sentiments extraction from diabetes mobile apps – An evaluation of reviews with machine learning,2022,"Chinedu I. Ossai, Nilmini Wickramasinghe",10.1080/17538157.2022.2097083,journal-article,researchgraph.com/doi/10.1080/17538157.2022.2097083
The role of<scp>AI</scp>for developing digital twins in healthcare: The case of cancer care,2022,"Rohit Kaul, Chinedu Ossai, Abdur Rahim Mohammad Forkan, Prem Prakash Jayaraman, John Zelcer, Stephen Vaughan, Nilmini Wickramasinghe",10.1002/widm.1480,journal-article,researchgraph.com/doi/10.1002/widm.1480
A hierarchy of visual processing deficits in body dysmorphic disorder: a conceptual review and empirical investigation,2024,"Toni D. Pikoos, Amy Malcolm, David J. Castle, Susan L. Rossell",10.1080/13546805.2024.2326243,journal-article,researchgraph.com/doi/10.1080/13546805.2024.2326243
Disordered gambling among people with psychotic disorders: a systematic review,2024,"Anoop Sankaranarayanan, Preethi Ramanathan, Rinu Mathew, Helen Wilding, David Castle",10.1038/s41537-023-00421-5,journal-article,researchgraph.com/doi/10.1038/s41537-023-00421-5
The promise and challenges of transcranial magnetic stimulation and deep brain stimulation as therapeutic options for obsessive-compulsive disorder,2024,"Nicola Acevedo, David Castle, Susan Rossell",10.1080/14737175.2024.2306875,journal-article,researchgraph.com/doi/10.1080/14737175.2024.2306875
"Psychiatric comorbidity and severity in anorexia nervosa: a comparative study of the DSM-5, the ICD-11, and overvaluation of Weight/Shape severity ratings",2024,"An Binh Dang, Litza Kiropoulos, David Castle, Zoe Jenkins, Andrea Phillipou, Susan Rossell, Isabel Krug",10.1080/10640266.2024.2346001,journal-article,researchgraph.com/doi/10.1080/10640266.2024.2346001
Promoting Psychological Well-Being at Work by Reducing Stress and Improving Sleep: Mixed-Methods Analysis (Preprint),2017,"Denny Meyer, Madawa W Jayawardana, Samuel D Muir, David Yen-Teh Ho, Olivia Sackett",10.2196/preprints.9058,posted-content,researchgraph.com/doi/10.2196/preprints.9058
The Demographic Representativeness and Health Outcomes of Digital Health Station Users: Longitudinal Study,2020,"Leah Flitcroft, Won Sun Chen, Denny Meyer",10.2196/14977,journal-article,researchgraph.com/doi/10.2196/14977
Rehabilitation for atraumatic shoulder instability in circus arts performers: delivery via telehealth,2022,"Charlotte L. Ganderton, Oren Tirosh, David Munro, Denny Meyer, Ross Lenssen, Simon Balster, Lyn Watson, Sarah Warby",10.1016/j.jse.2021.10.033,journal-article,researchgraph.com/doi/10.1016/j.jse.2021.10.033
Therapist-Assisted Internet-Based Cognitive-Behavioral Therapy Versus Progressive Relaxation in Obsessive-Compulsive Disorder: Randomized Controlled Trial (Preprint),2017,"Michael Kyrios, Claire Ahern, Daniel B Fassnacht, Maja Nedeljkovic, Richard Moulding, Denny Meyer",10.2196/preprints.9566,posted-content,researchgraph.com/doi/10.2196/preprints.9566
"Using a digital personal recovery resource in routine mental health practice: feasibility, acceptability and outcomes",2022,"John Farhall, David Castle, Emma Constantine, Fiona Foley, Michael Kyrios, Susan Rossell, Chelsea Arnold, Nuwan Leitan, Kristi-Ann Villagonzalo, Lisa Brophy, Ellie Fossey, Denny Meyer, Cathrine Mihalopoulos, Greg Murray, Cassy Nunan, Leon Sterling, Neil Thomas",10.1080/09638237.2022.2118688,journal-article,researchgraph.com/doi/10.1080/09638237.2022.2118688
Development and Validation of the Bladder and Bowel Incontinence Phobia Severity Scale,2019,"Kenley L. J. Kuoch, Denny Meyer, David W. Austin, Simon R. Knowles",10.1891/0889-8391.33.4.271,journal-article,researchgraph.com/doi/10.1891/0889-8391.33.4.271
Managerial Perceptions of Leadership in Sri Lanka: Good Management and Leadership Excellence as Foundation for Sustainable Leadership Capacity Building in Post-Civil War Sri Lanka,2020,"Christopher Selvarajah, Denny Meyer, JASK Jayakody, Suku Sukunesan",10.3390/su12041307,journal-article,researchgraph.com/doi/10.3390/su12041307
Using Voice Biomarkers to Classify Suicide Risk in Adult Telehealth Callers: Retrospective Observational Study,2022,"Ravi Iyer, Maja Nedeljkovic, Denny Meyer",10.2196/39807,journal-article,researchgraph.com/doi/10.2196/39807
Using Vocal Characteristics To Classify Psychological Distress in Adult Helpline Callers: Retrospective Observational Study,2022,"Ravi Iyer, Maja Nedeljkovic, Denny Meyer",10.2196/42249,journal-article,researchgraph.com/doi/10.2196/42249
Mental health status of healthcare versus other essential workers in Australia amidst the COVID-19 pandemic: Initial results from the collate project,2021,"Wei Lin Toh, Denny Meyer, Andrea Phillipou, Eric J Tan, Tamsyn E Van Rheenen, Erica Neill, Susan L Rossell",10.1016/j.psychres.2021.113822,journal-article,researchgraph.com/doi/10.1016/j.psychres.2021.113822
Modelling the relationship of driver license and offense history with fatal and serious injury (FSI) crash involvement,2021,"Denny Meyer, Samuel Muir, Sampathawaduge Sandun Malpriya Silva, Reneta Slikboer, Allison McIntyre, Kelly Imberger, Victoria Pyta",10.1016/j.jsr.2021.08.008,journal-article,researchgraph.com/doi/10.1016/j.jsr.2021.08.008
Young children’s contingent interactions with a touchscreen influence their memory for spatial and narrative content,2019,"Brittany Huber, Denny Meyer, Jordy Kaufman",10.1080/15213269.2019.1611451,journal-article,researchgraph.com/doi/10.1080/15213269.2019.1611451
Hearing Aid Use in Older Adults With Postlingual Sensorineural Hearing Loss: Protocol for a Prospective Cohort Study,2018,"Matthew E Hughes, Joanna Nkyekyer, Hamish Innes-Brown, Susan L Rossell, David Sly, Sunil Bhar, Andrew Pipingas, Alison Hennessy, Denny Meyer",10.2196/resprot.9916,journal-article,researchgraph.com/doi/10.2196/resprot.9916
The cognitive and psychosocial effects of auditory training and hearing aids in adults with hearing loss,2019,"Joanna Nkyekyer, Denny Meyer, Andrew Pipingas, Nicholas Reed",10.2147/cia.s183905,journal-article,researchgraph.com/doi/10.2147/cia.s183905
"The neural, cognitive and psychosocial effects of hearing aid use in older adults with post-lingual sensorineural hearing loss: A protocol for a prospective cohort study",2018,"Matthew E Hughes, Joanna Nkyekyer, Hamish Innes-Brown, Susan L Rossell, Sunil Bhar, Andrew Pipingas, Alison Hennessy, Denny Meyer",10.2196/preprints.9916.a,posted-content,researchgraph.com/doi/10.2196/preprints.9916.a
Supporting Self-Management and Quality of Life in Bipolar Disorder with the Beta PolarUs App: Protocol for a Mixed-Methods Study (Preprint),2022,"Erin E Michalak, Steven J Barnes, Emma Morton, Heather O'Brien, Greg Murray, Rachelle Hole, Denny Meyer",10.2196/preprints.36213,posted-content,researchgraph.com/doi/10.2196/preprints.36213
The Impact of a Short-Term Mental Health Intervention Delivered in an Australian Prison: A Multi-Cultural Comparison,2022,"James R. P. Ogloff, Arran Rose, Denny Meyer, Sarah Benson, Stephane M. Shepherd, Jeff Pfeifer, Stephanie Louise, Justin Trounson, Jason Skues, Michael Daffern",10.1080/14999013.2022.2041772,journal-article,researchgraph.com/doi/10.1080/14999013.2022.2041772
Using Voice Biomarkers to Classify Psychological Distress in Adult Helpline Callers: A Retrospective Observational Study (Preprint),2022,"Ravi Iyer, Maja Nedeljkovic, Denny Meyer",10.2196/preprints.42987,posted-content,researchgraph.com/doi/10.2196/preprints.42987
Impaired Lumbar Extensor Force Control Is Associated with Increased Lifting Knee Velocity in People with Chronic Low-Back Pain,2023,"Adrian Pranata, Joshua Farragher, Luke Perraton, Doa El-Ansary, Ross Clark, Denny Meyer, Jia Han, Benjamin Mentiplay, Adam L. Bryant",10.3390/s23218855,journal-article,researchgraph.com/doi/10.3390/s23218855
"Three-tier SME internationalization process model: a Vietnam study on the relationship between managerial capacity, innovation strategies and technological and innovation leadership",2023,"Christopher Selvarajah, Suku Sukunesan, Denny Meyer",10.1080/13602381.2023.2190455,journal-article,researchgraph.com/doi/10.1080/13602381.2023.2190455
Consumer Directed Care and Resident Quality of Life: How Leadership and Organizational Factors Impact on Success,2022,"Marita McCabe, Denny Meyer, David Mellor, Jessica Byers, Debra Osborne, Maja Nedeljkovic",10.1080/01634372.2021.2025185,journal-article,researchgraph.com/doi/10.1080/01634372.2021.2025185
"Investigating the Impact of Hearing Aid Use and Auditory Training on Cognition, Depressive Symptoms, and Social Interaction in Adults With Hearing Loss: Protocol for a Crossover Trial (Preprint)",2017,"Joanna Nkyekyer, Denny Meyer, Peter J Blamey, Andrew Pipingas, Sunil Bhar",10.2196/preprints.8936,posted-content,researchgraph.com/doi/10.2196/preprints.8936
Using Blended Learning in Postgraduate Applied Statistics Programs,2019,"Jahar BHOWMIK, Denny MEYER, Brian PHILLIPS",10.17718/tojde.557739,journal-article,researchgraph.com/doi/10.17718/tojde.557739
The effects of screen media content on young children’s executive functioning,2018,"Brittany Huber, Megan Yeates, Denny Meyer, Lorraine Fleckhammer, Jordy Kaufman",10.1016/j.jecp.2018.01.006,journal-article,researchgraph.com/doi/10.1016/j.jecp.2018.01.006
Surviving the COVID-19 pandemic: An examination of adaptive coping strategies,2022,"Denny Meyer, Tamsyn E. Van Rheenen, Erica Neill, Andrea Phillipou, Eric J. Tan, Wei Lin Toh, Philip J. Sumner, Susan L. Rossell",10.1016/j.heliyon.2022.e09508,journal-article,researchgraph.com/doi/10.1016/j.heliyon.2022.e09508
Trauma involving violation of trust and mental health help seeking among homeless adults,2022,"Kathryn M. Taylor, Monica Thielking, Jessica L. Mackelprang, Denny Meyer, Paul Flatau",10.1080/00050067.2022.2059337,journal-article,researchgraph.com/doi/10.1080/00050067.2022.2059337
Therapist-Assisted Internet-Based Cognitive Behavioral Therapy Versus Progressive Relaxation in Obsessive-Compulsive Disorder: Randomized Controlled Trial,2018,"Michael Kyrios, Claire Ahern, Daniel B Fassnacht, Maja Nedeljkovic, Richard Moulding, Denny Meyer",10.2196/jmir.9566,journal-article,researchgraph.com/doi/10.2196/jmir.9566
The Demographic Representativeness and Health Outcomes of Digital Health Station Users: Longitudinal Study (Preprint),2019,"Leah Flitcroft, Won Sun Chen, Denny Meyer",10.2196/preprints.14977,posted-content,researchgraph.com/doi/10.2196/preprints.14977
Promoting Psychological Well-Being at Work by Reducing Stress and Improving Sleep: Mixed-Methods Analysis,2018,"Denny Meyer, Madawa W Jayawardana, Samuel D Muir, David Yen-Teh Ho, Olivia Sackett",10.2196/jmir.9058,journal-article,researchgraph.com/doi/10.2196/jmir.9058
Using voice biomarkers to classify suicide risk in telehealth callers (Preprint),2022,"Ravi Iyer, Maja Nedeljkovic, Denny Meyer",10.2196/preprints.39807,posted-content,researchgraph.com/doi/10.2196/preprints.39807
Socio-cognitive processes associated with bladder and bowel incontinence anxiety: A proposed bivalent model,2019,"Kenley L. J. Kuoch, Denny Meyer, David W. Austin, Simon R. Knowles",10.1007/s12144-019-00496-3,journal-article,researchgraph.com/doi/10.1007/s12144-019-00496-3
Supporting Self-management and Quality of Life in Bipolar Disorder With the PolarUs App (Alpha): Protocol for a Mixed Methods Study,2022,"Erin E Michalak, Steven J Barnes, Emma Morton, Heather L O'Brien, Greg Murray, Rachelle Hole, Denny Meyer",10.2196/36213,journal-article,researchgraph.com/doi/10.2196/36213
